IID,PGS_RECORD_ID,PRS
HG01700,PGS000025,2.274549
HG01702,PGS000025,1.5905342
HG01704,PGS000025,2.2926854
HG01705,PGS000025,1.8228022
HG01707,PGS000025,1.846087
HG01708,PGS000025,1.7966102
HG01709,PGS000025,1.866814
HG01710,PGS000025,2.113896
HG01746,PGS000025,2.261661
HG01747,PGS000025,1.989577
HG01756,PGS000025,1.6858442
HG01757,PGS000025,1.9945482
HG01761,PGS000025,2.135138
HG01762,PGS000025,1.804756
HG01765,PGS000025,1.493791
HG01766,PGS000025,1.5436912
HG01767,PGS000025,1.8900584
HG01768,PGS000025,1.6267554
HG01770,PGS000025,1.995714
HG01771,PGS000025,1.5190752
HG01773,PGS000025,1.7099232
HG01775,PGS000025,1.9531762
HG01776,PGS000025,1.2825702
HG01777,PGS000025,1.9180232
HG01779,PGS000025,1.7105142
HG01781,PGS000025,1.9322582
HG01783,PGS000025,2.266505
HG01784,PGS000025,1.5968964
HG01785,PGS000025,2.3590322
HG01786,PGS000025,1.580656
HG01789,PGS000025,1.555612
HG01790,PGS000025,1.829034
HG01791,PGS000025,1.320224
HG02215,PGS000025,1.4215136
HG02219,PGS000025,1.6046942
HG02220,PGS000025,1.5440832
HG02221,PGS000025,1.4376492
HG02223,PGS000025,1.784493
HG02224,PGS000025,2.395962
HG02230,PGS000025,1.723855
HG02231,PGS000025,2.232788
HG02232,PGS000025,2.258666
HG02233,PGS000025,1.659264
HG02235,PGS000025,2.3186092
HG02236,PGS000025,2.327748
HG02238,PGS000025,1.629364
HG02239,PGS000025,1.5469762
NA06984,PGS000025,2.081083
NA06985,PGS000025,2.301079
NA06986,PGS000025,1.5967802
NA06989,PGS000025,1.8881234
NA06994,PGS000025,1.937457
NA07000,PGS000025,2.3514694
NA07037,PGS000025,1.960903
NA07048,PGS000025,1.839807
NA07051,PGS000025,1.984679
NA07056,PGS000025,2.651779
NA07347,PGS000025,2.0180162
NA07357,PGS000025,1.7504354
NA10847,PGS000025,2.1562072
NA10851,PGS000025,1.961656
NA11829,PGS000025,1.5620944
NA11830,PGS000025,1.693061
NA11831,PGS000025,1.711244
NA11832,PGS000025,2.003597
NA11840,PGS000025,2.146177
NA11843,PGS000025,1.769603
NA11881,PGS000025,1.6593942
NA11892,PGS000025,1.780727
NA11893,PGS000025,1.8144822
NA11894,PGS000025,1.3453712
NA11918,PGS000025,1.650006
NA11919,PGS000025,1.7807182
NA11920,PGS000025,2.334835
NA11930,PGS000025,1.787311
NA11931,PGS000025,1.721465
NA11932,PGS000025,1.9991902
NA11933,PGS000025,1.7238552
NA11992,PGS000025,2.39225
NA11994,PGS000025,1.9529484
NA11995,PGS000025,1.819076
NA12003,PGS000025,1.421374
NA12004,PGS000025,2.845617
NA12005,PGS000025,2.040006
NA12006,PGS000025,2.0635422
NA12043,PGS000025,1.985071
NA12044,PGS000025,2.0518472
NA12045,PGS000025,1.9618612
NA12046,PGS000025,2.2313442
NA12058,PGS000025,1.4758692
NA12144,PGS000025,2.0631232
NA12154,PGS000025,1.4425414
NA12155,PGS000025,1.5511032
NA12156,PGS000025,2.25534
NA12234,PGS000025,1.727216
NA12249,PGS000025,1.7276082
NA12272,PGS000025,1.700396
NA12273,PGS000025,1.1622732
NA12275,PGS000025,1.908496
NA12282,PGS000025,2.2736802
NA12283,PGS000025,2.210929
NA12286,PGS000025,1.571082
NA12287,PGS000025,2.0211282
NA12340,PGS000025,2.2528392
NA12341,PGS000025,1.908496
NA12342,PGS000025,1.438904
NA12347,PGS000025,2.005322
NA12348,PGS000025,2.256978
NA12383,PGS000025,2.357875
NA12399,PGS000025,1.760806
NA12400,PGS000025,1.702897
NA12413,PGS000025,1.9544722
NA12414,PGS000025,2.039436
NA12489,PGS000025,1.9314812
NA12546,PGS000025,1.4266234
NA12716,PGS000025,2.1429772
NA12717,PGS000025,1.964451
NA12718,PGS000025,2.1027182
NA12748,PGS000025,2.2725652
NA12749,PGS000025,2.722722
NA12750,PGS000025,2.061543
NA12751,PGS000025,1.4476162
NA12760,PGS000025,1.649187
NA12761,PGS000025,2.175486
NA12762,PGS000025,2.111536
NA12763,PGS000025,1.923842
NA12775,PGS000025,1.6111532
NA12776,PGS000025,2.238287
NA12777,PGS000025,1.8177714
NA12778,PGS000025,1.495353
NA12812,PGS000025,1.812835
NA12813,PGS000025,2.2920382
NA12814,PGS000025,1.4372222
NA12815,PGS000025,1.4245842
NA12827,PGS000025,1.602834
NA12828,PGS000025,1.6619232
NA12829,PGS000025,1.516823
NA12830,PGS000025,2.475741
NA12842,PGS000025,2.036066
NA12843,PGS000025,1.379401
NA12872,PGS000025,1.863617
NA12873,PGS000025,2.087793
NA12874,PGS000025,1.858507
NA12878,PGS000025,1.7267894
NA12889,PGS000025,2.2288012
NA12890,PGS000025,2.159244
NA20502,PGS000025,1.939408
NA20503,PGS000025,1.89244
NA20504,PGS000025,1.604735
NA20505,PGS000025,1.588033
NA20506,PGS000025,2.080817
NA20507,PGS000025,1.3898232
NA20508,PGS000025,1.755443
NA20509,PGS000025,1.5831354
NA20510,PGS000025,2.2014022
NA20511,PGS000025,1.950839
NA20512,PGS000025,1.958361
NA20513,PGS000025,2.2467582
NA20514,PGS000025,1.909204
NA20515,PGS000025,1.777784
NA20516,PGS000025,1.4919664
NA20517,PGS000025,2.003379
NA20518,PGS000025,2.3464
NA20519,PGS000025,1.8929172
NA20520,PGS000025,1.6131522
NA20521,PGS000025,1.7776472
NA20522,PGS000025,2.164348
NA20524,PGS000025,2.2351662
NA20525,PGS000025,2.3043382
NA20527,PGS000025,1.543581
NA20528,PGS000025,0.77887
NA20529,PGS000025,1.9608282
NA20530,PGS000025,1.819076
NA20531,PGS000025,1.727567
NA20532,PGS000025,1.646894
NA20533,PGS000025,2.197111
NA20534,PGS000025,1.88339
NA20535,PGS000025,1.8111622
NA20536,PGS000025,1.714328
NA20538,PGS000025,1.518585
NA20539,PGS000025,1.863617
NA20540,PGS000025,1.801635
NA20541,PGS000025,2.118085
NA20542,PGS000025,1.8640942
NA20543,PGS000025,1.1802842
NA20544,PGS000025,2.161415
NA20581,PGS000025,1.635137
NA20582,PGS000025,1.7422042
NA20585,PGS000025,1.858115
NA20586,PGS000025,2.10355
NA20587,PGS000025,2.049305
NA20588,PGS000025,1.9861624
NA20589,PGS000025,1.685885
NA20752,PGS000025,1.6492972
NA20753,PGS000025,2.109462
NA20754,PGS000025,2.3331614
NA20755,PGS000025,1.821417
NA20756,PGS000025,2.285665
NA20757,PGS000025,1.5020222
NA20758,PGS000025,1.484491
NA20759,PGS000025,1.4696912
NA20760,PGS000025,1.634524
NA20761,PGS000025,1.4820262
NA20762,PGS000025,2.253797
NA20763,PGS000025,1.7242472
NA20764,PGS000025,1.8404962
NA20765,PGS000025,1.7963472
NA20766,PGS000025,1.3103966
NA20767,PGS000025,2.1161212
NA20768,PGS000025,1.95486
NA20769,PGS000025,1.8893694
NA20770,PGS000025,2.190287
NA20771,PGS000025,1.822966
NA20772,PGS000025,2.2224804
NA20773,PGS000025,2.508891
NA20774,PGS000025,1.578506
NA20775,PGS000025,1.422649
NA20778,PGS000025,1.701375
NA20783,PGS000025,2.02484
NA20785,PGS000025,1.9441262
NA20786,PGS000025,1.926418
NA20787,PGS000025,1.7177872
NA20790,PGS000025,1.862748
NA20792,PGS000025,1.935468
NA20795,PGS000025,1.5775002
NA20796,PGS000025,2.39046
NA20797,PGS000025,1.962563
NA20798,PGS000025,2.375797
NA20799,PGS000025,1.8394902
NA20800,PGS000025,1.7595732
NA20801,PGS000025,1.576668
NA20802,PGS000025,2.2049504
NA20803,PGS000025,1.97598
NA20804,PGS000025,1.9513012
NA20805,PGS000025,1.7151432
NA20806,PGS000025,2.586258
NA20807,PGS000025,2.229237
NA20808,PGS000025,2.3779512
NA20809,PGS000025,1.3022132
NA20810,PGS000025,1.822485
NA20811,PGS000025,1.766491
NA20812,PGS000025,1.849065
NA20813,PGS000025,2.07202
NA20814,PGS000025,1.97671
NA20815,PGS000025,2.0394362
NA20818,PGS000025,2.4456552
NA20819,PGS000025,2.036205
NA20821,PGS000025,1.685885
NA20822,PGS000025,2.195815
NA20826,PGS000025,1.457734
NA20827,PGS000025,1.4337944
NA20828,PGS000025,2.4226312
NA20832,PGS000025,1.510844
HG00096,PGS000027,30.875576
HG00097,PGS000027,30.888331
HG00099,PGS000027,30.884321
HG00100,PGS000027,30.892606
HG00101,PGS000027,30.712031
HG00102,PGS000027,30.589697
HG00103,PGS000027,30.78512
HG00105,PGS000027,30.720043
HG00106,PGS000027,30.722755
HG00107,PGS000027,30.746255
HG00108,PGS000027,30.880577
HG00109,PGS000027,30.749287
HG00110,PGS000027,30.732723
HG00111,PGS000027,30.739882
HG00112,PGS000027,30.81415
HG00113,PGS000027,30.898482
HG00114,PGS000027,30.784967
HG00115,PGS000027,30.888479
HG00116,PGS000027,31.02396
HG00117,PGS000027,31.012243
HG00118,PGS000027,30.8892
HG00119,PGS000027,30.907695
HG00120,PGS000027,30.576612
HG00121,PGS000027,30.863816
HG00122,PGS000027,30.79781
HG00123,PGS000027,30.96108
HG00125,PGS000027,30.791226
HG00126,PGS000027,30.60261
HG00127,PGS000027,30.696678
HG00128,PGS000027,30.736701
HG00129,PGS000027,30.873179
HG00130,PGS000027,30.683818
HG00131,PGS000027,30.886189
HG00132,PGS000027,31.023194
HG00133,PGS000027,30.979915
HG00136,PGS000027,30.582804
HG00137,PGS000027,30.966954
HG00138,PGS000027,30.934111
HG00139,PGS000027,30.806476
HG00140,PGS000027,31.01424
HG00141,PGS000027,30.962355
HG00142,PGS000027,30.75577
HG00143,PGS000027,30.844337
HG00145,PGS000027,30.78353
HG00146,PGS000027,30.95935
HG00148,PGS000027,30.898397
HG00149,PGS000027,30.674227
HG00150,PGS000027,30.879657
HG00151,PGS000027,31.055153
HG00154,PGS000027,30.920236
HG00155,PGS000027,30.741424
HG00157,PGS000027,30.547844
HG00158,PGS000027,30.797294
HG00159,PGS000027,30.75962
HG00160,PGS000027,30.790631
HG00171,PGS000027,31.191391
HG00173,PGS000027,31.062762
HG00174,PGS000027,30.758223
HG00176,PGS000027,30.748496
HG00177,PGS000027,30.990367
HG00178,PGS000027,30.719773
HG00179,PGS000027,30.770667
HG00180,PGS000027,31.118973
HG00181,PGS000027,30.724298
HG00182,PGS000027,30.782862
HG00183,PGS000027,31.025788
HG00185,PGS000027,30.906397
HG00186,PGS000027,30.838109
HG00187,PGS000027,31.024219
HG00188,PGS000027,30.877552
HG00189,PGS000027,30.759631
HG00190,PGS000027,31.063063
HG00231,PGS000027,30.705318
HG00232,PGS000027,30.953583
HG00233,PGS000027,30.796013
HG00234,PGS000027,30.746378
HG00235,PGS000027,30.752632
HG00236,PGS000027,30.763055
HG00237,PGS000027,31.173322
HG00238,PGS000027,30.816802
HG00239,PGS000027,30.781389
HG00240,PGS000027,30.695275
HG00242,PGS000027,30.860335
HG00243,PGS000027,30.661308
HG00244,PGS000027,30.546511
HG00245,PGS000027,30.870421
HG00246,PGS000027,30.648845
HG00250,PGS000027,30.856117
HG00251,PGS000027,30.931555
HG00252,PGS000027,30.701788
HG00253,PGS000027,30.864553
HG00254,PGS000027,30.809854
HG00255,PGS000027,30.763018
HG00256,PGS000027,30.775378
HG00257,PGS000027,30.859744
HG00258,PGS000027,30.906604
HG00259,PGS000027,30.872858
HG00260,PGS000027,30.711992
HG00261,PGS000027,30.868772
HG00262,PGS000027,30.853142
HG00263,PGS000027,30.962421
HG00264,PGS000027,30.89961
HG00265,PGS000027,31.000352
HG00266,PGS000027,31.049484
HG00267,PGS000027,30.83002
HG00268,PGS000027,30.946915
HG00269,PGS000027,31.009675
HG00271,PGS000027,30.942927
HG00272,PGS000027,31.027777
HG00273,PGS000027,30.730137
HG00274,PGS000027,31.002824
HG00275,PGS000027,31.135956
HG00276,PGS000027,30.869362
HG00277,PGS000027,30.537362
HG00278,PGS000027,30.96499
HG00280,PGS000027,30.867801
HG00281,PGS000027,30.891386
HG00282,PGS000027,30.924698
HG00284,PGS000027,30.932827
HG00285,PGS000027,31.137758
HG00288,PGS000027,30.903132
HG00290,PGS000027,30.894986
HG00304,PGS000027,30.821927
HG00306,PGS000027,30.769885
HG00308,PGS000027,30.788678
HG00309,PGS000027,31.219485
HG00310,PGS000027,30.922715
HG00311,PGS000027,30.875891
HG00313,PGS000027,30.851399
HG00315,PGS000027,30.840072
HG00318,PGS000027,31.047854
HG00319,PGS000027,30.748214
HG00320,PGS000027,31.011288
HG00321,PGS000027,31.061471
HG00323,PGS000027,31.104366
HG00324,PGS000027,30.920865
HG00325,PGS000027,30.834765
HG00326,PGS000027,30.905104
HG00327,PGS000027,31.033999
HG00328,PGS000027,30.938361
HG00329,PGS000027,30.91838
HG00330,PGS000027,31.071622
HG00331,PGS000027,30.686464
HG00332,PGS000027,30.859562
HG00334,PGS000027,30.752895
HG00335,PGS000027,31.197017
HG00336,PGS000027,30.870509
HG00337,PGS000027,30.87239
HG00338,PGS000027,30.853627
HG00339,PGS000027,30.871104
HG00341,PGS000027,31.176462
HG00342,PGS000027,30.932303
HG00343,PGS000027,30.812546
HG00344,PGS000027,30.976451
HG00345,PGS000027,31.210631
HG00346,PGS000027,30.787563
HG00349,PGS000027,30.927052
HG00350,PGS000027,30.874065
HG00351,PGS000027,30.773123
HG00353,PGS000027,31.140578
HG00355,PGS000027,30.859719
HG00356,PGS000027,30.94413
HG00357,PGS000027,31.049751
HG00358,PGS000027,31.167999
HG00360,PGS000027,30.802425
HG00361,PGS000027,30.952898
HG00362,PGS000027,30.985785
HG00364,PGS000027,30.657371
HG00365,PGS000027,30.791963
HG00366,PGS000027,30.966558
HG00367,PGS000027,30.854749
HG00368,PGS000027,31.326479
HG00369,PGS000027,30.953425
HG00371,PGS000027,30.919409
HG00372,PGS000027,30.815627
HG00373,PGS000027,30.908142
HG00375,PGS000027,30.927386
HG00376,PGS000027,31.000655
HG00378,PGS000027,30.918279
HG00379,PGS000027,30.806266
HG00380,PGS000027,30.995254
HG00381,PGS000027,30.861431
HG00382,PGS000027,30.836968
HG00383,PGS000027,30.923013
HG00384,PGS000027,30.976297
HG01334,PGS000027,30.981755
HG01500,PGS000027,31.052136
HG01501,PGS000027,30.76673
HG01503,PGS000027,30.987579
HG01504,PGS000027,30.931684
HG01506,PGS000027,31.106254
HG01507,PGS000027,30.950552
HG01509,PGS000027,30.927647
HG01510,PGS000027,30.796172
HG01512,PGS000027,30.87642
HG01513,PGS000027,30.929869
HG01515,PGS000027,30.617376
HG01516,PGS000027,30.535989
HG01518,PGS000027,30.543834
HG01519,PGS000027,30.902856
HG01521,PGS000027,30.682037
HG01522,PGS000027,30.756587
HG01524,PGS000027,31.10111
HG01525,PGS000027,30.968815
HG01527,PGS000027,30.959438
HG01528,PGS000027,30.648479
HG01530,PGS000027,30.940025
HG01531,PGS000027,30.729496
HG01536,PGS000027,30.989666
HG01537,PGS000027,30.815318
HG01602,PGS000027,30.9221
HG01603,PGS000027,30.943125
HG01605,PGS000027,30.705386
HG01606,PGS000027,30.845519
HG01607,PGS000027,30.985367
HG01608,PGS000027,30.829495
HG01610,PGS000027,30.92436
HG01612,PGS000027,30.89108
HG01613,PGS000027,30.812073
HG01615,PGS000027,30.803507
HG01617,PGS000027,30.725319
HG01618,PGS000027,30.686545
HG01619,PGS000027,30.833431
HG01620,PGS000027,30.953613
HG01623,PGS000027,30.939295
HG01624,PGS000027,30.963385
HG01625,PGS000027,30.87496
HG01626,PGS000027,30.720687
HG01628,PGS000027,31.06478
HG01630,PGS000027,30.96726
HG01631,PGS000027,30.834755
HG01632,PGS000027,30.727761
HG01668,PGS000027,31.082909
HG01669,PGS000027,30.837536
HG01670,PGS000027,30.809844
HG01672,PGS000027,30.787834
HG01673,PGS000027,30.867111
HG01675,PGS000027,30.91352
HG01676,PGS000027,30.62753
HG01678,PGS000027,31.00432
HG01679,PGS000027,30.887041
HG01680,PGS000027,30.784161
HG01682,PGS000027,30.777802
HG01684,PGS000027,30.922825
HG01685,PGS000027,30.846841
HG01686,PGS000027,30.936329
HG01694,PGS000027,31.047994
HG01695,PGS000027,30.864774
HG01697,PGS000027,30.555026
HG01699,PGS000027,30.737303
HG01700,PGS000027,30.788761
HG01702,PGS000027,30.871684
HG01704,PGS000027,30.848944
HG01705,PGS000027,30.897137
HG01707,PGS000027,30.816355
HG01708,PGS000027,30.536819
HG01709,PGS000027,30.995134
HG01710,PGS000027,30.90149
HG01746,PGS000027,30.746435
HG01747,PGS000027,30.885707
HG01756,PGS000027,30.768168
HG01757,PGS000027,30.781998
HG01761,PGS000027,30.763383
HG01762,PGS000027,31.001887
HG01765,PGS000027,30.937556
HG01766,PGS000027,30.73302
HG01767,PGS000027,31.037965
HG01768,PGS000027,31.004134
HG01770,PGS000027,30.676835
HG01771,PGS000027,30.884756
HG01773,PGS000027,30.876635
HG01775,PGS000027,30.62023
HG01776,PGS000027,30.680947
HG01777,PGS000027,30.964545
HG01779,PGS000027,30.98313
HG01781,PGS000027,30.895813
HG01783,PGS000027,31.07363
HG01784,PGS000027,30.966574
HG01785,PGS000027,30.789371
HG01786,PGS000027,30.87063
HG01789,PGS000027,30.871152
HG01790,PGS000027,30.733031
HG01791,PGS000027,30.92498
HG02215,PGS000027,31.11271
HG02219,PGS000027,30.670668
HG02220,PGS000027,30.731603
HG02221,PGS000027,30.708283
HG02223,PGS000027,31.004603
HG02224,PGS000027,30.868205
HG02230,PGS000027,30.924072
HG02231,PGS000027,31.019545
HG02232,PGS000027,30.937878
HG02233,PGS000027,30.912952
HG02235,PGS000027,30.75367
HG02236,PGS000027,30.819037
HG02238,PGS000027,30.922824
HG02239,PGS000027,31.046413
NA06984,PGS000027,30.855015
NA06985,PGS000027,30.840081
NA06986,PGS000027,30.846271
NA06989,PGS000027,30.947003
NA06994,PGS000027,30.809146
NA07000,PGS000027,30.629107
NA07037,PGS000027,30.889271
NA07048,PGS000027,30.86789
NA07051,PGS000027,30.989933
NA07056,PGS000027,30.965354
NA07347,PGS000027,31.021789
NA07357,PGS000027,30.789691
NA10847,PGS000027,30.882827
NA10851,PGS000027,30.787268
NA11829,PGS000027,31.095575
NA11830,PGS000027,30.765397
NA11831,PGS000027,30.864373
NA11832,PGS000027,30.933291
NA11840,PGS000027,30.949973
NA11843,PGS000027,30.755534
NA11881,PGS000027,30.548175
NA11892,PGS000027,30.588141
NA11893,PGS000027,30.967417
NA11894,PGS000027,30.863467
NA11918,PGS000027,30.812231
NA11919,PGS000027,30.9335
NA11920,PGS000027,30.526967
NA11930,PGS000027,30.793612
NA11931,PGS000027,30.937424
NA11932,PGS000027,31.104359
NA11933,PGS000027,30.73769
NA11992,PGS000027,31.125013
NA11994,PGS000027,30.630069
NA11995,PGS000027,30.761723
NA12003,PGS000027,30.791365
NA12004,PGS000027,30.838562
NA12005,PGS000027,30.916886
NA12006,PGS000027,30.806321
NA12043,PGS000027,30.550174
NA12044,PGS000027,31.052173
NA12045,PGS000027,30.661753
NA12046,PGS000027,30.847744
NA12058,PGS000027,30.521178
NA12144,PGS000027,30.711182
NA12154,PGS000027,30.733506
NA12155,PGS000027,31.022555
NA12156,PGS000027,30.833037
NA12234,PGS000027,30.688995
NA12249,PGS000027,30.695964
NA12272,PGS000027,30.617854
NA12273,PGS000027,30.966358
NA12275,PGS000027,30.729009
NA12282,PGS000027,30.94979
NA12283,PGS000027,30.855996
NA12286,PGS000027,30.777967
NA12287,PGS000027,30.90336
NA12340,PGS000027,30.88526
NA12341,PGS000027,30.925435
NA12342,PGS000027,30.947306
NA12347,PGS000027,30.780351
NA12348,PGS000027,30.608356
NA12383,PGS000027,31.017151
NA12399,PGS000027,30.765787
NA12400,PGS000027,30.746823
NA12413,PGS000027,30.724465
NA12414,PGS000027,30.933013
NA12489,PGS000027,30.83659
NA12546,PGS000027,30.617499
NA12716,PGS000027,31.037247
NA12717,PGS000027,30.774129
NA12718,PGS000027,30.962562
NA12748,PGS000027,30.877387
NA12749,PGS000027,30.961813
NA12750,PGS000027,30.653209
NA12751,PGS000027,30.798852
NA12760,PGS000027,30.893879
NA12761,PGS000027,30.784333
NA12762,PGS000027,30.616571
NA12763,PGS000027,30.833064
NA12775,PGS000027,30.961039
NA12776,PGS000027,30.900797
NA12777,PGS000027,31.02346
NA12778,PGS000027,30.7331
NA12812,PGS000027,30.765639
NA12813,PGS000027,30.612658
NA12814,PGS000027,30.848038
NA12815,PGS000027,30.608918
NA12827,PGS000027,30.681959
NA12828,PGS000027,30.977889
NA12829,PGS000027,30.767048
NA12830,PGS000027,30.925385
NA12842,PGS000027,30.780402
NA12843,PGS000027,30.674365
NA12872,PGS000027,30.825647
NA12873,PGS000027,31.015978
NA12874,PGS000027,31.105909
NA12878,PGS000027,30.622954
NA12889,PGS000027,30.854344
NA12890,PGS000027,30.74214
NA20502,PGS000027,30.940276
NA20503,PGS000027,30.812196
NA20504,PGS000027,31.001015
NA20505,PGS000027,30.873305
NA20506,PGS000027,31.053699
NA20507,PGS000027,30.984679
NA20508,PGS000027,30.844925
NA20509,PGS000027,31.069325
NA20510,PGS000027,30.937302
NA20511,PGS000027,31.16331
NA20512,PGS000027,30.845625
NA20513,PGS000027,30.670841
NA20514,PGS000027,30.923889
NA20515,PGS000027,30.804002
NA20516,PGS000027,31.119459
NA20517,PGS000027,30.985748
NA20518,PGS000027,31.064102
NA20519,PGS000027,30.767818
NA20520,PGS000027,30.953166
NA20521,PGS000027,30.729766
NA20522,PGS000027,30.897847
NA20524,PGS000027,30.777388
NA20525,PGS000027,30.794877
NA20527,PGS000027,30.909123
NA20528,PGS000027,30.962118
NA20529,PGS000027,31.006743
NA20530,PGS000027,30.868243
NA20531,PGS000027,30.764831
NA20532,PGS000027,30.711544
NA20533,PGS000027,30.76682
NA20534,PGS000027,30.712699
NA20535,PGS000027,30.926726
NA20536,PGS000027,31.0246
NA20538,PGS000027,30.845529
NA20539,PGS000027,30.84357
NA20540,PGS000027,30.908486
NA20541,PGS000027,30.965277
NA20542,PGS000027,30.736521
NA20543,PGS000027,30.904831
NA20544,PGS000027,30.867105
NA20581,PGS000027,30.974733
NA20582,PGS000027,30.883587
NA20585,PGS000027,30.894935
NA20586,PGS000027,30.962989
NA20587,PGS000027,30.669666
NA20588,PGS000027,31.101912
NA20589,PGS000027,30.880214
NA20752,PGS000027,31.020312
NA20753,PGS000027,30.934577
NA20754,PGS000027,31.029351
NA20755,PGS000027,30.885206
NA20756,PGS000027,31.117527
NA20757,PGS000027,30.941634
NA20758,PGS000027,30.918008
NA20759,PGS000027,30.837248
NA20760,PGS000027,31.167047
NA20761,PGS000027,31.006166
NA20762,PGS000027,30.955852
NA20763,PGS000027,30.864166
NA20764,PGS000027,31.005798
NA20765,PGS000027,30.968884
NA20766,PGS000027,30.801375
NA20767,PGS000027,30.871956
NA20768,PGS000027,30.77636
NA20769,PGS000027,30.696635
NA20770,PGS000027,30.881443
NA20771,PGS000027,30.713563
NA20772,PGS000027,30.999734
NA20773,PGS000027,30.797529
NA20774,PGS000027,30.808725
NA20775,PGS000027,30.840888
NA20778,PGS000027,30.865789
NA20783,PGS000027,31.089867
NA20785,PGS000027,31.016652
NA20786,PGS000027,30.697387
NA20787,PGS000027,30.993374
NA20790,PGS000027,31.137099
NA20792,PGS000027,30.753901
NA20795,PGS000027,30.758477
NA20796,PGS000027,30.735033
NA20797,PGS000027,30.939562
NA20798,PGS000027,31.071753
NA20799,PGS000027,30.790837
NA20800,PGS000027,30.945016
NA20801,PGS000027,31.010541
NA20802,PGS000027,30.920612
NA20803,PGS000027,30.992337
NA20804,PGS000027,30.795715
NA20805,PGS000027,31.072676
NA20806,PGS000027,31.208834
NA20807,PGS000027,30.800484
NA20808,PGS000027,30.738012
NA20809,PGS000027,31.124493
NA20810,PGS000027,30.718883
NA20811,PGS000027,30.75793
NA20812,PGS000027,30.879249
NA20813,PGS000027,30.977642
NA20814,PGS000027,31.17742
NA20815,PGS000027,30.636635
NA20818,PGS000027,30.661502
NA20819,PGS000027,30.879904
NA20821,PGS000027,30.690268
NA20822,PGS000027,30.803568
NA20826,PGS000027,30.866228
NA20827,PGS000027,30.963642
NA20828,PGS000027,30.840353
NA20832,PGS000027,30.907593
HG00096,PGS000035,51.4481
HG00097,PGS000035,54.8607
HG00099,PGS000035,50.2193
HG00100,PGS000035,49.4207
HG00101,PGS000035,48.841
HG00102,PGS000035,49.8791
HG00103,PGS000035,57.3707
HG00105,PGS000035,54.1472
HG00106,PGS000035,56.5717
HG00107,PGS000035,55.3888
HG00108,PGS000035,61.3449
HG00109,PGS000035,54.2348
HG00110,PGS000035,49.2722
HG00111,PGS000035,56.0817
HG00112,PGS000035,51.7534
HG00113,PGS000035,58.9482
HG00114,PGS000035,52.5636
HG00115,PGS000035,53.0159
HG00116,PGS000035,50.2372
HG00117,PGS000035,49.9305
HG00118,PGS000035,52.926
HG00119,PGS000035,53.9503
HG00120,PGS000035,46.9595
HG00121,PGS000035,48.3786
HG00122,PGS000035,49.0853
HG00123,PGS000035,57.4501
HG00125,PGS000035,48.2678
HG00126,PGS000035,51.9289
HG00127,PGS000035,53.1617
HG00128,PGS000035,51.6857
HG00129,PGS000035,56.0708
HG00130,PGS000035,52.7949
HG00131,PGS000035,55.8544
HG00132,PGS000035,47.638
HG00133,PGS000035,47.6455
HG00136,PGS000035,54.5122
HG00137,PGS000035,56.7765
HG00138,PGS000035,53.3044
HG00139,PGS000035,57.7329
HG00140,PGS000035,46.9354
HG00141,PGS000035,51.0947
HG00142,PGS000035,56.9751
HG00143,PGS000035,53.6299
HG00145,PGS000035,57.0737
HG00146,PGS000035,46.0695
HG00148,PGS000035,55.0619
HG00149,PGS000035,59.9549
HG00150,PGS000035,52.2401
HG00151,PGS000035,57.105
HG00154,PGS000035,52.0625
HG00155,PGS000035,55.3527
HG00157,PGS000035,50.6769
HG00158,PGS000035,55.7634
HG00159,PGS000035,47.4105
HG00160,PGS000035,45.108
HG00171,PGS000035,61.4733
HG00173,PGS000035,57.9574
HG00174,PGS000035,50.7884
HG00176,PGS000035,50.1008
HG00177,PGS000035,58.2413
HG00178,PGS000035,56.0805
HG00179,PGS000035,56.45
HG00180,PGS000035,54.2045
HG00181,PGS000035,63.0157
HG00182,PGS000035,58.5009
HG00183,PGS000035,56.071
HG00185,PGS000035,46.0506
HG00186,PGS000035,51.7363
HG00187,PGS000035,51.615
HG00188,PGS000035,47.9353
HG00189,PGS000035,47.9407
HG00190,PGS000035,57.4437
HG00231,PGS000035,48.8296
HG00232,PGS000035,53.7396
HG00233,PGS000035,53.8532
HG00234,PGS000035,50.4794
HG00235,PGS000035,50.5112
HG00236,PGS000035,51.4681
HG00237,PGS000035,58.0209
HG00238,PGS000035,56.6736
HG00239,PGS000035,55.9201
HG00240,PGS000035,56.4982
HG00242,PGS000035,56.5748
HG00243,PGS000035,48.5044
HG00244,PGS000035,56.3462
HG00245,PGS000035,56.1506
HG00246,PGS000035,51.6624
HG00250,PGS000035,49.5127
HG00251,PGS000035,59.6215
HG00252,PGS000035,51.2935
HG00253,PGS000035,50.2283
HG00254,PGS000035,49.2747
HG00255,PGS000035,54.927
HG00256,PGS000035,48.7057
HG00257,PGS000035,47.9267
HG00258,PGS000035,54.8282
HG00259,PGS000035,46.8822
HG00260,PGS000035,52.7895
HG00261,PGS000035,57.1864
HG00262,PGS000035,53.3036
HG00263,PGS000035,52.4371
HG00264,PGS000035,55.5564
HG00265,PGS000035,49.1215
HG00266,PGS000035,50.0906
HG00267,PGS000035,50.1663
HG00268,PGS000035,52.4078
HG00269,PGS000035,49.5365
HG00271,PGS000035,53.5218
HG00272,PGS000035,59.4058
HG00273,PGS000035,53.0904
HG00274,PGS000035,54.9438
